#,ST,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
1003,California,Bachelor,"$6,185.10",$0.00,$92.00,1/0/00,Personal Auto,Two-Door Car,"$1,027.18"
1004,Nevada,High School or Below,"$3,208.23","$52,367.00",$81.00,1/0/00,Personal Auto,Four-Door Car,$275.99
1005,Arizona,College,"$5,480.10","$58,651.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$472.60
1006,Nevada,College,"$22,986.15","$84,831.00",$192.00,1/0/00,Special Auto,Sports Car,"$1,336.93"
1007,Oregon,Bachelor,"$13,107.93","$49,088.00",$114.00,1/1/00,Corporate Auto,SUV,$547.20
1008,California,College,"$7,462.93","$70,263.00",$93.00,1/0/00,Corporate Auto,Two-Door Car,$7.35
1009,Oregon,Doctor,"$11,463.99","$45,354.00",$285.00,1/0/00,Personal Auto,Luxury SUV,$540.14
1010,Arizona,High School or Below,"$7,236.13",$0.00,$63.00,1/0/00,Personal Auto,Four-Door Car,$383.36
1011,California,Bachelor,"$6,232.69","$28,334.00",$83.00,1/0/00,Special Auto,Four-Door Car,$537.77
1012,Oregon,Bachelor,"$28,393.33","$38,772.00",$90.00,1/0/00,Personal Auto,Four-Door Car,$321.87
1013,Oregon,College,"$3,746.75","$41,479.00",$94.00,1/1/00,Personal Auto,Two-Door Car,$19.58
1014,California,Bachelor,"$21,569.34","$23,909.00",$119.00,1/0/00,Personal Auto,SUV,$571.20
1015,California,College,"$5,012.08","$48,328.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$108.14
1016,California,High School or Below,"$3,371.86","$86,689.00",$85.00,1/0/00,Corporate Auto,Two-Door Car,$408.00
1017,California,Bachelor,"$3,864.78","$24,204.00",$99.00,1/1/00,Personal Auto,Four-Door Car,$707.30
1018,Oregon,College,"$4,145.71","$25,943.00",$110.00,1/0/00,Corporate Auto,Two-Door Car,"$1,067.33"
1019,California,High School or Below,"$5,156.07",$0.00,$73.00,1/0/00,Personal Auto,Four-Door Car,$807.95
1020,California,College,"$3,667.38","$62,375.00",$92.00,1/0/00,Personal Auto,Two-Door Car,$618.63
1021,California,High School or Below,"$7,835.68",$0.00,$71.00,1/0/00,Corporate Auto,Four-Door Car,$404.27
1022,Arizona,Bachelor,"$14,567.27",$0.00,$148.00,1/0/00,Personal Auto,SUV,$710.40
1023,Oregon,Bachelor,"$10,171.34","$70,200.00",$65.00,1/0/00,Corporate Auto,Four-Door Car,$312.00
1024,Nevada,Bachelor,"$4,135.78",$0.00,$112.00,1/0/00,Special Auto,Four-Door Car,$707.98
1025,Oregon,College,"$5,511.49","$79,027.00",$70.00,1/0/00,Corporate Auto,Four-Door Car,$336.00
1026,Washington,High School or Below,"$11,314.24","$62,935.00",$141.00,1/0/00,Personal Auto,Sports Car,$232.24
1027,California,High School or Below,"$5,414.62","$26,893.00",$68.00,1/0/00,Personal Auto,Four-Door Car,$68.23
1028,Oregon,High School or Below,"$7,421.59","$47,406.00",$94.00,1/1/00,Personal Auto,Four-Door Car,$287.15
1029,California,Bachelor,"$4,458.11","$17,622.00",$65.00,1/1/00,Personal Auto,Four-Door Car,$312.00
1030,Oregon,College,"$14,476.12","$27,572.00",$124.00,1/0/00,Corporate Auto,SUV,$595.20
1031,Oregon,College,"$4,936.89",$0.00,$72.00,1/2/00,Personal Auto,Two-Door Car,$391.64
1032,Oregon,Bachelor,"$4,525.28","$32,802.00",$114.00,1/0/00,Personal Auto,SUV,$547.20
1033,Washington,Master,"$5,581.76","$62,739.00",$70.00,1/0/00,Personal Auto,Two-Door Car,$239.33
1034,California,Bachelor,"$14,134.35","$90,844.00",$118.00,1/0/00,Personal Auto,SUV,$232.67
1035,Nevada,High School or Below,"$24,723.18","$44,685.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
1036,California,Bachelor,"$2,838.07",$0.00,$80.00,1/0/00,Personal Auto,Four-Door Car,$336.51
1037,California,High School or Below,"$3,848.48","$42,589.00",$98.00,1/0/00,Corporate Auto,Four-Door Car,$470.40
1038,Oregon,Bachelor,"$19,504.47",$0.00,$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1039,Washington,Bachelor,"$2,480.05","$93,383.00",$62.00,1/0/00,Corporate Auto,Two-Door Car,$244.21
1040,Arizona,High School or Below,"$4,361.37","$79,583.00",$109.00,1/2/00,Personal Auto,Four-Door Car,$523.20
1041,Arizona,High School or Below,"$2,529.08","$89,129.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$328.87
1042,Arizona,College,"$2,504.44",$0.00,$69.00,1/0/00,Personal Auto,Four-Door Car,$496.80
1043,Oregon,Bachelor,"$8,649.70","$94,389.00",$107.00,1/0/00,Corporate Auto,SUV,$85.06
1044,Oregon,College,"$13,668.36",$0.00,$197.00,1/0/00,Personal Auto,SUV,"$1,418.40"
1045,Oregon,High School or Below,"$20,635.08","$84,106.00",$64.00,1/0/00,Personal Auto,Two-Door Car,$334.41
1046,Arizona,College,"$2,517.53",$0.00,$69.00,1/0/00,Personal Auto,Four-Door Car,$42.10
1047,California,High School or Below,"$5,326.68","$76,717.00",$66.00,1/0/00,Personal Auto,Two-Door Car,$300.53
1048,Arizona,High School or Below,"$2,600.27","$51,978.00",$66.00,1/0/00,Corporate Auto,Four-Door Car,$144.78
1049,Oregon,Bachelor,"$8,534.79","$47,325.00",$107.00,1/0/00,Personal Auto,SUV,$64.60
1050,Oregon,High School or Below,"$8,828.84","$86,721.00",$111.00,1/0/00,Corporate Auto,SUV,$532.80
1051,Nevada,Bachelor,"$2,248.45","$24,910.00",$63.00,1/1/00,Personal Auto,Four-Door Car,$347.86
1052,Washington,Bachelor,"$12,302.76","$43,817.00",$62.00,1/1/00,Personal Auto,Four-Door Car,$245.45
1053,Oregon,High School or Below,"$4,556.59",$0.00,$73.00,1/2/00,Personal Auto,Four-Door Car,$525.60
1054,Oregon,Bachelor,"$2,530.71","$89,451.00",$63.00,1/0/00,Corporate Auto,Four-Door Car,$61.77
1055,California,College,"$5,251.98","$59,537.00",$66.00,1/0/00,Personal Auto,Two-Door Car,$316.80
1056,Oregon,High School or Below,"$6,743.12",$0.00,$199.00,1/0/00,Personal Auto,Luxury SUV,$955.20
1057,Oregon,College,"$14,014.72","$54,193.00",$117.00,1/0/00,Corporate Auto,SUV,$720.75
1058,Oregon,College,"$9,438.92","$86,946.00",$118.00,1/0/00,Personal Auto,Four-Door Car,$340.66
1059,California,Bachelor,"$10,506.77",$0.00,$92.00,1/0/00,Personal Auto,Four-Door Car,$546.52
1060,Arizona,High School or Below,"$4,213.92","$12,160.00",$109.00,1/0/00,Personal Auto,Four-Door Car,$489.41
1061,California,College,"$4,773.69","$33,701.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$171.33
1062,Washington,Bachelor,"$5,441.42","$85,702.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$249.09
1063,California,Bachelor,"$2,842.27","$69,417.00",$73.00,1/1/00,Personal Auto,Four-Door Car,$30.87
1064,Oregon,Master,"$3,059.55","$38,644.00",$78.00,1/1/00,Personal Auto,Four-Door Car,$361.46
1065,California,High School or Below,"$20,315.00","$63,209.00",$102.00,1/2/00,Personal Auto,SUV,$207.32
1066,Arizona,Bachelor,"$3,239.12","$16,061.00",$88.00,1/0/00,Personal Auto,Four-Door Car,$633.60
1067,California,Master,"$4,626.80","$79,487.00",$114.00,1/0/00,Special Auto,SUV,$547.20
1068,California,College,"$8,997.04","$54,230.00",$112.00,1/0/00,Personal Auto,Two-Door Car,$537.60
